Date,VIX,DXY,SPY,TLT,GLD
2020-02-20,15.5600004196167,99.87000274658203,309.68109130859375,124.71401977539062,152.41000366210938
2020-02-21,17.079999923706055,99.26000213623047,306.49188232421875,125.87894439697266,154.6999969482422
2020-02-24,25.030000686645508,99.29000091552734,296.3269348144531,127.75811767578125,156.08999633789062
2020-02-25,27.850000381469727,98.97000122070312,287.34759521484375,128.43838500976562,153.3000030517578
2020-02-26,27.559999465942383,99.0,286.29071044921875,127.75811767578125,153.97000122070312
2020-02-27,39.15999984741211,98.44000244140625,273.43292236328125,129.14407348632812,154.0
2020-02-28,40.11000061035156,98.12999725341797,272.28399658203125,132.0606689453125,148.3800048828125
2020-03-02,33.41999816894531,97.36000061035156,284.07562255859375,131.08905029296875,149.1999969482422
2020-03-03,36.81999969482422,97.1500015258789,275.94195556640625,133.12425231933594,153.88999938964844
2020-03-04,31.989999771118164,97.33999633789062,287.5405578613281,131.71067810058594,154.16000366210938
2020-03-05,39.619998931884766,96.81999969482422,277.9822692871094,134.9891815185547,157.49000549316406
2020-03-06,41.939998626708984,95.94999694824219,273.38690185546875,142.01449584960938,157.5500030517578
2020-03-09,54.459999084472656,94.9000015258789,252.0369110107422,145.8636016845703,157.80999755859375
2020-03-10,47.29999923706055,96.41000366210938,265.0784606933594,138.3869171142578,154.47999572753906
2020-03-11,53.900001525878906,96.51000213623047,252.1564178466797,133.29452514648438,153.92999267578125
2020-03-12,75.47000122070312,97.47000122070312,228.03076171875,134.12062072753906,147.7899932861328
2020-03-13,57.83000183105469,98.75,247.5242462158203,131.08905029296875,143.27999877929688
2020-03-16,82.69000244140625,98.08999633789062,220.439208984375,139.57899475097656,141.63999938964844
2020-03-17,75.91000366210938,99.58000183105469,232.3411865234375,130.2715606689453,143.55999755859375
2020-03-18,76.44999694824219,101.16000366210938,220.5770721435547,122.9225845336914,140.6999969482422
2020-03-19,72.0,102.76000213623047,221.04580688476562,126.26919555664062,138.0399932861328
2020-03-20,66.04000091552734,102.81999969482422,211.52001953125,135.7640380859375,140.11000061035156
2020-03-23,61.59000015258789,102.48999786376953,206.11184692382812,141.3588104248047,146.3000030517578
2020-03-24,61.66999816894531,101.73999786376953,224.78622436523438,138.72750854492188,153.39999389648438
2020-03-25,63.95000076293945,101.05000305175781,228.15130615234375,138.4123992919922,151.3000030517578
2020-03-26,61.0,99.41999816894531,241.4730682373047,139.09359741210938,153.24000549316406
2020-03-27,65.54000091552734,98.37000274658203,234.28057861328125,142.80645751953125,152.25
2020-03-30,57.08000183105469,99.18000030517578,241.88900756835938,141.63134765625,152.9199981689453
2020-03-31,53.540000915527344,99.05000305175781,238.28358459472656,140.48171997070312,148.0500030517578
2020-04-01,57.060001373291016,99.66999816894531,227.55970764160156,142.449951171875,149.4499969482422
2020-04-02,50.90999984741211,100.18000030517578,232.8106689453125,143.35385131835938,151.89999389648438
2020-04-03,46.79999923706055,100.58000183105469,229.44558715820312,143.6950225830078,152.64999389648438
2020-04-06,45.2400016784668,100.69000244140625,244.8565673828125,143.31973266601562,156.8800048828125
2020-04-07,46.70000076293945,99.9800033569336,245.1062469482422,141.8188934326172,156.0399932861328
2020-04-08,43.349998474121094,100.12000274658203,253.33399963378906,140.7870635986328,154.64999389648438
2020-04-09,41.66999816894531,99.5199966430664,257.18914794921875,141.04286193847656,158.69000244140625
2020-04-13,41.16999816894531,99.3499984741211,254.8409881591797,139.75515747070312,161.41000366210938
2020-04-14,37.7599983215332,98.88999938964844,262.3569030761719,139.720947265625,162.67999267578125
2020-04-15,40.84000015258789,99.45999908447266,256.7823486328125,143.42218017578125,161.85000610351562
2020-04-16,40.11000061035156,100.02999877929688,258.0210876464844,145.0509490966797,161.7100067138672
2020-04-17,38.150001525878906,99.77999877929688,264.9916687011719,143.1066436767578,158.57000732421875
2020-04-20,43.83000183105469,99.95999908447266,260.3231201171875,144.25787353515625,159.6999969482422
2020-04-21,45.40999984741211,100.26000213623047,252.41876220703125,146.07431030273438,158.61000061035156
2020-04-22,41.97999954223633,100.38999938964844,258.0210876464844,144.58187866210938,161.72999572753906
2020-04-23,41.380001068115234,100.43000030517578,258.00262451171875,145.3494110107422,163.33999633789062
2020-04-24,35.93000030517578,100.37999725341797,261.598876953125,145.69053649902344,162.63999938964844
2020-04-27,33.290000915527344,100.04000091552734,265.3707275390625,142.97869873046875,161.55999755859375
2020-04-28,33.56999969482422,99.87000274658203,264.1504211425781,144.6245574951172,160.83999633789062
2020-04-29,31.229999542236328,99.56999969482422,271.0655517578125,143.87416076660156,161.72999572753906
2020-04-30,34.150001525878906,99.0199966430664,268.5417175292969,142.1941375732422,158.8000030517578
2020-05-01,37.189998626708984,98.80000305175781,261.4325256347656,143.41175842285156,159.77999877929688
2020-05-04,35.970001220703125,99.4800033569336,262.153564453125,142.7372283935547,160.33999633789062
2020-05-05,33.61000061035156,99.70999908447266,264.5755920410156,141.82350158691406,161.02000427246094
2020-05-06,34.119998931884766,100.08999633789062,262.7821960449219,139.53504943847656,158.9499969482422
2020-05-07,31.440000534057617,99.88999938964844,265.95306396484375,141.86624145507812,161.38999938964844
2020-05-08,27.979999542236328,99.7300033569336,270.3536682128906,140.02182006835938,160.4199981689453
2020-05-11,27.56999969482422,100.23999786376953,270.4090576171875,138.92881774902344,159.4199981689453
2020-05-12,33.040000915527344,99.93000030517578,265.01947021484375,140.35482788085938,160.0399932861328
2020-05-13,35.279998779296875,100.23999786376953,260.3323974609375,141.33677673339844,161.5800018310547
2020-05-14,32.61000061035156,100.47000122070312,263.44775390625,142.72010803222656,163.00999450683594
2020-05-15,31.889999389648438,100.4000015258789,264.65887451171875,142.35289001464844,163.92999267578125
2020-05-18,29.299999237060547,99.66999816894531,272.72027587890625,139.22775268554688,162.69000244140625
2020-05-19,30.530000686645508,99.37000274658203,269.919189453125,139.74859619140625,164.25999450683594
2020-05-20,27.989999771118164,99.12000274658203,274.5045471191406,140.16693115234375,164.64999389648438
2020-05-21,29.530000686645508,99.37000274658203,272.6094055175781,140.5170440673828,162.25
2020-05-22,28.15999984741211,99.86000061035156,273.1271057128906,141.36245727539062,163.2100067138672
2020-05-26,28.010000228881836,98.91000366210938,276.4921569824219,139.46678161621094,160.88999938964844
2020-05-27,27.6200008392334,99.05999755859375,280.6060485839844,139.21060180664062,161.17999267578125
2020-05-28,28.59000015258789,98.37999725341797,280.08837890625,138.69827270507812,161.72000122070312
2020-05-29,27.510000228881836,98.33999633789062,281.3364562988281,139.68878173828125,162.91000366210938
2020-06-01,28.229999542236328,97.83000183105469,282.4734802246094,138.74827575683594,163.66000366210938
2020-06-02,26.84000015258789,97.66999816894531,284.8124694824219,138.2438201904297,162.60000610351562
2020-06-03,25.65999984741211,97.27999877929688,288.602783203125,136.40560913085938,159.60000610351562
2020-06-04,25.809999465942383,96.68000030517578,287.8447570800781,134.43064880371094,161.27999877929688
2020-06-05,24.520000457763672,96.94000244140625,295.2220764160156,133.4729461669922,158.00999450683594
2020-06-08,25.809999465942383,96.62000274658203,298.79046630859375,133.98593139648438,159.72000122070312
2020-06-09,27.56999969482422,96.31999969482422,296.5625305175781,135.50787353515625,161.25999450683594
2020-06-10,27.56999969482422,95.95999908447266,294.90765380859375,137.51708984375,163.57000732421875
2020-06-11,40.790000915527344,96.7300033569336,277.9065856933594,140.11636352539062,162.38999938964844
2020-06-12,36.09000015258789,97.31999969482422,281.2347106933594,138.76536560058594,162.6199951171875
2020-06-15,34.400001525878906,96.68000030517578,283.8602294921875,138.84237670898438,162.3300018310547
2020-06-16,33.66999816894531,96.95999908447266,289.3238525390625,136.71343994140625,162.25
2020-06-17,33.470001220703125,97.16000366210938,288.1220703125,137.2776641845703,162.55999755859375
2020-06-18,32.939998626708984,97.41999816894531,288.2330322265625,138.731201171875,162.24000549316406
2020-06-19,35.119998931884766,97.62000274658203,286.5857849121094,138.84237670898438,164.02999877929688
2020-06-22,31.770000457763672,97.04000091552734,288.42425537109375,138.85946655273438,165.08999633789062
2020-06-23,31.3700008392334,96.69000244140625,289.7520751953125,137.91036987304688,166.47999572753906
2020-06-24,33.84000015258789,97.1500015258789,282.36090087890625,139.38955688476562,165.89999389648438
2020-06-25,32.220001220703125,97.43000030517578,285.3879699707031,139.79139709472656,165.8000030517578
2020-06-26,34.72999954223633,97.5,278.6094970703125,141.28758239746094,166.5399932861328
2020-06-29,31.780000686645508,97.54000091552734,282.7044677734375,140.84300231933594,166.6300048828125
2020-06-30,30.43000030517578,97.38999938964844,286.3258056640625,140.1590118408203,167.3699951171875
2020-07-01,28.6200008392334,97.19999694824219,288.3314208984375,139.8867645263672,166.6199951171875
2020-07-02,27.68000030517578,97.31999969482422,289.9192199707031,140.03237915039062,166.97999572753906
2020-07-06,27.940000534057617,96.79000091552734,294.394775390625,139.45884704589844,167.97999572753906
2020-07-07,29.43000030517578,96.87999725341797,291.3585510253906,141.41903686523438,169.0399932861328
2020-07-08,28.079999923706055,96.43000030517578,293.5870056152344,140.8541259765625,170.08999633789062
2020-07-09,29.260000228881836,96.69999694824219,291.9156188964844,143.0967559814453,169.6300048828125
2020-07-10,27.290000915527344,96.6500015258789,294.8962097167969,142.3777618408203,169.19000244140625
2020-07-13,32.189998626708984,96.45999908447266,292.3427734375,142.8486328125,169.39999389648438
2020-07-14,29.520000457763672,96.26000213623047,296.1311950683594,143.05398559570312,170.19000244140625
2020-07-15,27.760000228881836,96.08000183105469,298.85186767578125,142.38632202148438,170.33999633789062
2020-07-16,28.0,96.3499984741211,297.86761474609375,143.06253051757812,168.72999572753906
2020-07-17,25.68000030517578,95.94000244140625,298.73114013671875,142.7629852294922,170.1199951171875
2020-07-20,24.459999084472656,95.83000183105469,301.14532470703125,143.11402893066406,170.94000244140625
2020-07-21,24.84000015258789,95.12000274658203,301.78607177734375,143.19952392578125,173.0
2020-07-22,24.31999969482422,94.97000122070312,303.5038757324219,143.6275177001953,175.6300048828125
2020-07-23,26.079999923706055,94.69000244140625,299.8825378417969,145.3052978515625,177.17999267578125
2020-07-24,25.84000015258789,94.44000244140625,297.9511413574219,145.2967529296875,178.6999969482422
2020-07-27,24.739999771118164,93.66999816894531,300.1239013671875,144.75743103027344,182.22999572753906
2020-07-28,25.440000534057617,93.76000213623047,298.220458984375,145.75900268554688,183.75
2020-07-29,24.100000381469727,93.26000213623047,301.8881530761719,145.51075744628906,185.1300048828125
2020-07-30,24.760000228881836,93.0199966430664,300.81103515625,146.46945190429688,183.75999450683594
2020-07-31,24.459999084472656,93.48999786376953,303.1881103515625,146.3753204345703,185.42999267578125
2020-08-03,24.280000686645508,93.5,305.2958984375,145.6383056640625,185.63999938964844
2020-08-04,23.760000228881836,93.37999725341797,306.4751892089844,147.0265350341797,189.58999633789062
2020-08-05,22.989999771118164,92.83000183105469,308.3786926269531,145.74114990234375,191.35000610351562
2020-08-06,22.649999618530273,92.79000091552734,310.4401550292969,146.55520629882812,193.88999938964844
2020-08-07,22.209999084472656,93.44000244140625,310.66290283203125,145.57830810546875,190.80999755859375
2020-08-10,22.1299991607666,93.58000183105469,311.5914306640625,144.9270477294922,190.14999389648438
2020-08-11,24.030000686645508,93.62999725341797,309.01934814453125,143.20460510253906,179.94000244140625
2020-08-12,22.280000686645508,93.44000244140625,313.3277282714844,141.9020233154297,179.10000610351562
2020-08-13,22.1299991607666,93.33999633789062,312.7613830566406,140.38522338867188,183.3300018310547
2020-08-14,22.049999237060547,93.0999984741211,312.7707214355469,139.8367462158203,182.5399932861328
2020-08-17,21.350000381469727,92.8499984741211,313.76422119140625,140.18812561035156,186.5
2020-08-18,21.510000228881836,92.2699966430664,314.4421081542969,141.1907196044922,188.17999267578125
2020-08-19,22.540000915527344,92.88999938964844,313.1328430175781,140.3080291748047,182.24000549316406
2020-08-20,22.719999313354492,92.79000091552734,314.1077880859375,141.57640075683594,183.5
2020-08-21,22.540000915527344,93.25,315.2220458984375,142.42477416992188,182.02999877929688
2020-08-24,22.3700008392334,93.30000305175781,318.416259765625,142.193359375,181.0
2020-08-25,22.030000686645508,93.0199966430664,319.5306091308594,141.10501098632812,181.22000122070312
2020-08-26,23.270000457763672,93.01000213623047,322.7339782714844,140.56515502929688,183.36000061035156
2020-08-27,24.469999313354492,93.01000213623047,323.4396057128906,138.17431640625,181.24000549316406
2020-08-28,22.959999084472656,92.37000274658203,325.52886962890625,138.0714874267578,184.38999938964844
2020-08-31,26.40999984741211,92.13999938964844,324.3496398925781,138.9884033203125,184.8300018310547
2020-09-01,26.1200008392334,92.33999633789062,327.404541015625,140.57806396484375,185.0500030517578
2020-09-02,26.56999969482422,92.8499984741211,332.1401672363281,141.91636657714844,182.6199951171875
2020-09-03,33.599998474121094,92.73999786376953,320.7097473144531,142.31967163085938,181.13999938964844
2020-09-04,30.75,92.72000122070312,318.0911865234375,139.6172637939453,181.63999938964844
2020-09-08,31.459999084472656,93.4800033569336,309.40008544921875,140.47515869140625,181.2899932861328
2020-09-09,28.809999465942383,93.26000213623047,315.5098876953125,140.09765625,183.0500030517578
2020-09-10,29.709999084472656,93.33999633789062,310.0315246582031,140.80970764160156,182.4600067138672
2020-09-11,26.8700008392334,93.33000183105469,310.1893310546875,141.11009216308594,182.4499969482422
2020-09-14,25.850000381469727,93.06999969482422,314.2748718261719,141.10142517089844,183.88999938964844
2020-09-15,25.59000015258789,93.05000305175781,315.86279296875,140.7582550048828,183.4499969482422
2020-09-16,26.040000915527344,93.20999908447266,314.60919189453125,140.33782958984375,183.97000122070312
2020-09-17,26.459999084472656,92.97000122070312,311.8421936035156,140.76683044433594,182.9600067138672
2020-09-18,25.829999923706055,92.93000030517578,308.2519836425781,140.3292999267578,183.1999969482422
2020-09-21,27.780000686645508,93.54000091552734,304.8212890625,141.04139709472656,179.52000427246094
2020-09-22,26.860000610351562,93.98999786376953,307.9256591796875,140.92987060546875,178.64999389648438
2020-09-23,28.579999923706055,94.38999938964844,300.7845764160156,141.1185760498047,174.7899932861328
2020-09-24,28.510000228881836,94.3499984741211,301.5863952636719,141.6591033935547,175.44000244140625
2020-09-25,26.3799991607666,94.58000183105469,306.462158203125,141.6591033935547,174.94000244140625
2020-09-28,26.190000534057617,94.26000213623047,311.55218505859375,141.25582885742188,176.6999969482422
2020-09-29,26.270000457763672,93.88999938964844,309.8555603027344,141.4188995361328,178.19000244140625
2020-09-30,26.3700008392334,93.88999938964844,312.2048645019531,140.06332397460938,177.1199951171875
2020-10-01,26.700000762939453,93.70999908447266,314.2091369628906,140.29432678222656,178.6999969482422
2020-10-02,27.6299991607666,93.83999633789062,311.22589111328125,139.7705078125,178.5399932861328
2020-10-05,27.959999084472656,93.51000213623047,316.744873046875,137.03948974609375,179.41000366210938
2020-10-06,29.479999542236328,93.83000183105469,312.2420654296875,137.778076171875,177.3000030517578
2020-10-07,28.059999465942383,93.62999725341797,317.6771240234375,136.77328491210938,177.22000122070312
2020-10-08,26.360000610351562,93.61000061035156,320.4926452636719,137.5118408203125,177.85000610351562
2020-10-09,25.0,93.05999755859375,323.3546447753906,137.48606872558594,181.0800018310547
2020-10-12,25.06999969482422,93.06999969482422,328.556640625,137.92408752441406,180.55999755859375
2020-10-13,26.06999969482422,93.52999877929688,326.4124755859375,138.9116973876953,177.72000122070312
2020-10-14,26.399999618530273,93.37999725341797,324.36151123046875,139.2294464111328,178.27000427246094
2020-10-15,26.969999313354492,93.86000061035156,323.9605407714844,138.9889373779297,178.9199981689453
2020-10-16,27.40999984741211,93.68000030517578,323.7648010253906,138.60255432128906,178.3000030517578
2020-10-19,29.18000030517578,93.43000030517578,318.84246826171875,138.0786590576172,178.38999938964844
2020-10-20,29.350000381469727,93.06999969482422,320.1197204589844,136.76467895507812,179.25
2020-10-21,28.649999618530273,92.61000061035156,319.5137023925781,136.29237365722656,180.60000610351562
2020-10-22,28.110000610351562,92.94999694824219,321.2663879394531,134.8753204345703,178.8300018310547
2020-10-23,27.549999237060547,92.7699966430664,322.35711669921875,135.6997528076172,178.63999938964844
2020-10-26,32.459999084472656,93.05000305175781,316.39996337890625,136.9622039794922,178.5500030517578
2020-10-27,33.349998474121094,92.94000244140625,315.3092346191406,137.88108825683594,179.02000427246094
2020-10-28,40.279998779296875,93.41000366210938,304.5323181152344,138.00994873046875,176.1300048828125
2020-10-29,37.59000015258789,93.95999908447266,307.62744140625,136.67018127441406,175.39999389648438
2020-10-30,38.02000045776367,94.04000091552734,304.42041015625,135.3218536376953,176.1999969482422
2020-11-02,37.130001068115234,94.05000305175781,307.8325500488281,136.3355255126953,177.91000366210938
2020-11-03,35.54999923706055,93.55000305175781,313.2675476074219,135.54458618164062,178.9199981689453
2020-11-04,29.56999969482422,93.41000366210938,320.268798828125,138.48477172851562,178.82000732421875
2020-11-05,27.579999923706055,92.52999877929688,326.51495361328125,138.72555541992188,182.92999267578125
2020-11-06,24.860000610351562,92.2300033569336,326.4404602050781,137.04901123046875,183.19000244140625
2020-11-09,25.75,92.7300033569336,330.54241943359375,134.1689910888672,175.0800018310547
2020-11-10,24.799999237060547,92.75,330.0575866699219,133.39523315429688,175.66000366210938
2020-11-11,23.450000762939453,93.04000091552734,332.5094909667969,133.87669372558594,174.89999389648438
2020-11-12,25.350000381469727,92.95999908447266,329.2838439941406,136.15487670898438,175.9600067138672
2020-11-13,23.100000381469727,92.76000213623047,333.8425598144531,135.9744415283203,177.16000366210938
2020-11-16,22.450000762939453,92.56999969482422,338.00982666015625,135.64772033691406,177.14999389648438
2020-11-17,22.709999084472656,92.41999816894531,336.19183349609375,136.5332794189453,176.5
2020-11-18,23.84000015258789,92.31999969482422,332.1457824707031,136.9287109375,175.49000549316406
2020-11-19,23.110000610351562,92.29000091552734,333.54425048828125,137.63368225097656,175.16000366210938
2020-11-20,23.700000762939453,92.38999938964844,331.2601623535156,138.8545684814453,175.69000244140625
2020-11-23,22.65999984741211,92.51000213623047,333.2459411621094,138.21836853027344,172.22999572753906
2020-11-24,21.639999389648438,92.2300033569336,338.6156921386719,136.8427276611328,169.58999633789062
2020-11-25,21.25,91.98999786376953,338.09368896484375,136.4214324951172,169.50999450683594
2020-11-27,20.84000015258789,91.79000091552734,339.0352478027344,137.7454833984375,167.7899932861328
2020-11-30,20.56999969482422,91.87000274658203,337.5343017578125,137.57359313964844,166.6699981689453
2020-12-01,20.770000457763672,91.30999755859375,341.22601318359375,135.5450897216797,170.17999267578125
2020-12-02,21.170000076293945,91.12000274658203,341.9439392089844,134.46934509277344,171.4600067138672
2020-12-03,21.280000686645508,90.70999908447266,341.8507080078125,135.5537109375,172.80999755859375
2020-12-04,20.790000915527344,90.69999694824219,344.7966613769531,133.56565856933594,172.32000732421875
2020-12-07,21.299999237060547,90.79000091552734,344.0881652832031,134.7705078125,174.88999938964844
2020-12-08,20.68000030517578,90.97000122070312,345.0950012207031,135.4073944091797,175.5
2020-12-09,22.270000457763672,91.08999633789062,341.99993896484375,134.9599151611328,172.5
2020-12-10,22.520000457763672,90.79000091552734,341.8880310058594,136.1560821533203,172.1699981689453
2020-12-11,23.309999465942383,90.9800033569336,341.48712158203125,136.6381072998047,172.49000549316406
2020-12-14,24.719999313354492,90.70999908447266,339.958251953125,136.25936889648438,171.5399932861328
2020-12-15,22.889999389648438,90.47000122070312,344.55419921875,135.8031463623047,173.94000244140625
2020-12-16,22.5,90.44999694824219,345.0950012207031,135.44180297851562,174.89999389648438
2020-12-17,21.93000030517578,89.81999969482422,347.0247497558594,135.0834197998047,176.74000549316406
2020-12-18,21.56999969482422,90.0199966430664,345.63916015625,134.6785125732422,176.44000244140625
2020-12-21,25.15999984741211,90.04000091552734,344.40325927734375,135.21261596679688,175.8800048828125
2020-12-22,24.229999542236328,90.6500015258789,343.82281494140625,135.91049194335938,174.49000549316406
2020-12-23,23.309999465942383,90.41000366210938,344.1317443847656,134.9713897705078,175.64999389648438
2020-12-24,21.530000686645508,90.33000183105469,345.4706115722656,135.50550842285156,176.35000610351562
2020-12-28,21.700000762939453,90.33999633789062,348.4384460449219,135.5658416748047,175.7100067138672
2020-12-29,23.079999923706055,90.01000213623047,347.7737121582031,135.39358520507812,176.35000610351562
2020-12-30,22.770000457763672,89.62999725341797,348.2699279785156,135.6865234375,177.6999969482422
2020-12-31,22.75,89.94000244140625,350.0393981933594,135.88465881347656,178.36000061035156
2021-01-04,26.969999313354492,89.87999725341797,345.27392578125,135.7209014892578,182.3300018310547
2021-01-05,25.34000015258789,89.44000244140625,347.6520080566406,134.71299743652344,182.8699951171875
2021-01-06,25.06999969482422,89.52999877929688,349.7304992675781,131.9476318359375,179.89999389648438
2021-01-07,22.3700008392334,89.83000183105469,354.92657470703125,130.78456115722656,179.47999572753906
2021-01-08,21.559999465942383,90.0999984741211,356.9487609863281,130.36236572265625,173.33999633789062
2021-01-11,24.079999923706055,90.54000091552734,354.5426940917969,130.14698791503906,173.0
2021-01-12,23.329999923706055,90.05000305175781,354.61761474609375,130.04354858398438,174.1199951171875
2021-01-13,22.209999084472656,90.31999969482422,355.5725402832031,131.50816345214844,173.3699951171875
2021-01-14,23.25,90.23999786376953,354.3274230957031,130.27626037597656,173.27999877929688
2021-01-15,24.34000015258789,90.77999877929688,351.7433776855469,130.7931671142578,171.1300048828125
2021-01-19,23.239999771118164,90.5,354.5052795410156,131.2152557373047,172.5800018310547
2021-01-20,21.579999923706055,90.47000122070312,359.41119384765625,131.34445190429688,175.38999938964844
2021-01-21,21.31999969482422,90.12999725341797,359.73876953125,130.4226837158203,175.27999877929688
2021-01-22,21.90999984741211,90.23999786376953,358.46551513671875,130.84483337402344,173.89999389648438
2021-01-25,23.190000534057617,90.38999938964844,359.8793029785156,132.38690185546875,174.0500030517578
2021-01-26,23.020000457763672,90.16999816894531,359.3175048828125,132.1370849609375,173.6199951171875
2021-01-27,37.209999084472656,90.6500015258789,350.5356140136719,132.47305297851562,172.52000427246094
2021-01-28,30.209999084472656,90.45999908447266,353.55029296875,131.74075317382812,172.67999267578125
2021-01-29,33.09000015258789,90.58000183105469,346.4723205566406,130.9481964111328,172.61000061035156
2021-02-01,30.239999771118164,91.0199966430664,352.23956298828125,131.0999755859375,174.22999572753906
2021-02-02,25.559999465942383,91.19999694824219,357.2203369140625,130.25477600097656,172.11000061035156
2021-02-03,22.90999984741211,91.12000274658203,357.5011901855469,129.09898376464844,171.85000610351562
2021-02-04,21.770000457763672,91.52999877929688,361.56439208984375,128.75399780273438,168.14999389648438
2021-02-05,20.8700008392334,91.04000091552734,362.9875793457031,127.67591094970703,169.80999755859375
2021-02-08,21.239999771118164,90.93000030517578,365.6089782714844,128.23654174804688,171.52000427246094
2021-02-09,21.6299991607666,90.44000244140625,365.3656005859375,128.33132934570312,172.0800018310547
2021-02-10,21.989999771118164,90.37000274658203,365.2063293457031,129.1852569580078,172.7100067138672
2021-02-11,21.25,90.41999816894531,365.79632568359375,128.47801208496094,171.2100067138672
2021-02-12,19.969999313354492,90.4800033569336,367.6031188964844,126.88241577148438,170.69000244140625
2021-02-16,21.459999084472656,90.51000213623047,367.2848815917969,124.95039367675781,168.24000549316406
2021-02-17,21.5,90.94999694824219,367.3691711425781,125.74396514892578,166.3300018310547
2021-02-18,22.489999771118164,90.58999633789062,365.8056640625,125.23500061035156,166.32000732421875
2021-02-19,22.049999237060547,90.36000061035156,365.1595153808594,123.57035827636719,167.00999450683594
2021-02-22,23.450000762939453,90.01000213623047,362.3509216308594,122.63019561767578,169.50999450683594
2021-02-23,23.110000610351562,90.16999816894531,362.79095458984375,122.27664184570312,169.1199951171875
2021-02-24,21.34000015258789,90.18000030517578,366.7886962890625,121.47450256347656,169.0
2021-02-25,28.889999389648438,90.12999725341797,357.95062255859375,119.49075317382812,165.82000732421875
2021-02-26,27.950000762939453,90.93000030517578,356.1061706542969,123.44097900390625,161.80999755859375
2021-03-01,23.350000381469727,91.04000091552734,364.7382507324219,121.81063842773438,161.52999877929688
2021-03-02,24.100000381469727,90.79000091552734,361.8921813964844,121.81929779052734,162.41000366210938
2021-03-03,26.670000076293945,90.94999694824219,357.0986633300781,120.49808502197266,160.6199951171875
2021-03-04,28.56999969482422,91.62999725341797,352.67962646484375,119.72090911865234,159.0399932861328
2021-03-05,24.65999984741211,91.9800033569336,359.167724609375,119.95403289794922,159.13999938964844
2021-03-08,25.469999313354492,92.30999755859375,357.3794860839844,119.02143859863281,157.49000549316406
2021-03-09,24.030000686645508,91.95999908447266,362.48199462890625,120.67076873779297,160.83999633789062
2021-03-10,22.559999465942383,91.79000091552734,364.7382507324219,120.91259765625,161.66000366210938
2021-03-11,21.90999984741211,91.41999816894531,368.4364929199219,120.04043579101562,161.52000427246094
2021-03-12,20.690000534057617,91.68000030517578,368.93255615234375,117.4929428100586,161.49000549316406
